eegRawValue,attention,meditation,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,Value
64,47,80,23067,9026,16759914,27045,10859,6352,2001,1412,Tag0,C
-276,34,90,21592,12817,16765214,24950,3755,5653,1349,1640,Tag0,C
54,29,97,28105,15470,16763662,16752154,7075,1991,3076,1184,Tag0,C
54,16,100,16750157,16744496,84245,16746735,20309,3147,2843,3079,Tag0,C
19,10,91,6857,16769515,16757169,28449,18199,5927,6118,1370,Tag0,C
25,11,88,15644,16816,16754452,26785,6510,5570,3458,1867,Tag0,C
12,23,83,10860,12571,25157,7852,5436,3199,4653,1386,Tag0,C
66,35,80,12174,14567,22407,15973,7016,3687,5440,951,Tag0,C
9,48,81,5406,7932,13511,8270,5628,4945,5009,829,Tag0,C
60,47,87,25741,8305,16762737,13954,3582,3744,3906,1958,Tag0,C
91,57,81,28592,15219,17653,15355,7216,11863,3079,1752,Tag0,C
49,69,70,30062,26300,8651,5753,1652,8409,3653,985,Tag0,C
17,61,78,25707,10510,23595,18479,4026,3302,7718,1450,Tag0,C
68,67,69,29366,20822,16760267,6545,4392,8611,3028,1311,Tag0,C
-23,60,75,1983,9647,16758176,3331,8854,6143,5786,1349,Tag0,C
-269,41,69,302561,16772161,8542,4445,7737,2222,1027,584,Tag0,C
26,35,53,465566,217748,16769528,15557,16756713,8319,4442,1963,Tag0,C
43,16,43,181840,94698,16753688,4850,10907,2286,3902,1225,Tag0,C
100,26,30,11659,18288,13344,2350,3720,10316,2745,3003,Tag0,C
11,47,48,21169,4730,17966,8438,6232,9304,3591,1792,Tag0,C
60,47,61,18354,16765656,83558,15133,3984,4978,4729,2652,Tag0,C
18,64,74,13312,4805,25454,8594,8121,4362,4415,566,Tag0,C
-365,50,70,16762022,80419,29182,4101,6601,6548,2012,1972,Tag0,C
-294,44,63,881397,26108,8438,16332,15355,8621,3752,1259,Tag0,C
16,47,61,91157,16756494,31223,16765467,21736,4085,1739,2981,Tag0,C
53,38,53,16746482,25323,9274,11330,4524,2037,1534,1486,Tag0,C
53,43,56,12421,16747493,19269,9012,5706,7027,2138,2067,Tag0,C
4,37,56,6550,16717,4035,9365,4419,2831,3655,1283,Tag0,C
72,50,54,13962,13332,9328,13751,8292,4459,1039,1530,Tag0,C
-283,44,44,16770037,33972,16783,3433,4853,3276,5388,1065,Tag0,C
-261,50,47,16763986,21354,15431,6459,1279,7358,2233,1967,Tag0,C
-261,40,56,29813,16746382,94244,5911,9461,4991,1176,1958,Tag0,C
-265,29,53,31005,16761339,16755205,5233,12642,3985,1570,3789,Tag0,C
37,38,75,30999,9445,16756532,14428,7646,4810,2235,2074,Tag0,C
50,26,74,5257,16756768,12719,26362,12162,4257,2830,2015,Tag0,C
22,27,74,24938,27019,84430,10583,11688,4718,6040,3566,Tag0,C
105,26,77,12330,16751650,16749153,7555,5263,3260,2434,1192,Tag0,C
-306,26,75,16766835,4859,16962,2367,3094,1209,2628,418,Tag0,C
72,24,84,97399,16752944,47673,18863,13627,7546,6089,2398,Tag0,C
21,29,74,240462,74483,30286,13281,9589,8228,3784,2034,Tag0,C
84,35,78,16762566,16145,16744680,15129,2530,3875,4130,1343,Tag0,C
42,37,83,20624,10554,72505,17843,5048,7899,2815,1109,Tag0,C
4,40,80,30213,16763585,84192,7701,3584,8499,3415,1346,Tag0,C
67,40,90,8940,14421,27062,6862,4309,3004,3076,2727,Tag0,C
89,40,83,31823,16775222,66205,3183,4139,8980,5751,1410,Tag0,C
9,37,74,16744842,16764475,65821,11272,7967,7077,6934,2405,Tag0,C
56,34,77,16206,16750753,48182,14125,12489,7637,3291,1167,Tag0,C
-258,26,80,16753302,22891,70620,21115,9033,3716,4973,1820,Tag0,C
0,23,80,16818,16747956,23246,20421,8978,3676,1809,1867,Tag0,C
6,0,0,1231055,16757916,16748304,4018,16758290,26750,15098,4170,Tag0,C
37,0,0,246898,286341,16753705,28807,5884,17813,9392,3345,Tag0,C
75,53,51,502519,71674,25448,26359,11859,20407,6625,4424,Tag0,C
-10,57,66,16763398,89005,16769013,7470,15325,19018,9183,1911,Tag0,C
45,48,78,1077172,16761715,10855,14323,10931,5456,2206,812,Tag0,C
6,43,80,48289,88660,13989,18063,13937,13650,4678,2761,Tag0,C
38,43,70,16747511,94489,30737,4355,22719,20892,5795,1637,Tag0,C
50,50,54,74429,105416,18011,16102,16745792,16752898,12819,1352,Tag0,C
35,53,66,16747376,16750652,16751152,32337,25278,9994,4527,2682,Tag0,C
36,54,83,39924,16745000,16769352,22255,20420,15101,6569,1706,Tag0,C
-293,60,97,343681,16750323,16765407,25317,25142,29301,8200,12978,Tag0,C
26,43,100,48162,88365,16227,17687,10376,6493,6189,648,Tag0,C
-268,35,100,16746368,16772754,16744352,16752802,10253,6283,5063,1019,Tag0,C
68,37,100,16755399,23994,23047,16101,11477,9926,4035,3132,Tag0,C
70,17,94,275811,43915,30159,12781,19947,8286,2685,1559,Tag0,C
29,23,100,170778,79088,26196,16756844,17268,11718,8686,3150,Tag0,C
-346,43,87,16770775,16759072,11898,9057,10410,17514,4085,3373,Tag0,C
70,40,87,48609,16769828,25125,16756305,10630,14057,13363,3105,Tag0,C
-108,48,100,16745991,16744886,16763543,26080,10873,12985,4835,2519,Tag0,C
-258,57,96,35655,16775973,11430,23797,23163,16692,7187,2616,Tag0,C
25,44,96,1168374,87605,21585,7285,3974,9179,5660,987,Tag0,C
34,44,96,138158,16751512,16747545,31077,15559,12937,5496,1898,Tag0,C
40,43,84,16748789,16758939,23527,7693,12838,7004,7913,3065,Tag0,C
88,23,97,2430,16756639,16762407,16751496,14033,4822,2964,997,Tag0,C
16,11,100,16751860,16775669,22181,20136,20772,3530,4896,3567,Tag0,C
61,7,91,31063,69533,25193,19607,16768837,8598,5498,1543,Tag0,C
-276,17,70,46316,16745804,2312,4322,16744890,9825,5412,1458,Tag0,C
24,37,57,76579,16747812,4389,16272,8970,7982,9191,739,Tag0,C
115,48,57,48010,16762996,22954,9520,4533,7616,6266,2565,Tag0,C
39,57,64,8450,25967,12972,10068,9176,7753,2873,253,Tag0,C
-311,53,90,16745930,25143,27349,3327,8603,8570,2747,1239,Tag0,C
-116,51,100,16763466,17118,16765859,21180,3775,11466,3307,1355,Tag0,C
65,67,93,147003,16768265,27168,14610,77076,16750975,27822,5027,Tag0,C
56,75,80,153585,16771531,8314,14299,8790,23152,6621,3734,Tag0,C
60,74,74,76910,16769157,26252,16746586,21026,18273,4726,8243,Tag0,C
29,64,56,65461,85813,22415,19413,7095,7753,8013,1799,Tag0,C
82,54,54,30529,22667,7076,981,14640,5451,3307,711,Tag0,C
40,37,56,24913,16759797,5266,12305,7453,3790,4245,1126,Tag0,C
53,41,48,54103,32327,11096,7768,20470,11341,4929,1772,Tag0,C
10,47,53,108571,90761,16757604,27859,20654,16046,9094,2310,Tag0,C
-328,53,66,16754498,15300,22610,4171,7005,12348,6776,1788,Tag0,C
11,44,69,236379,145057,16768839,10690,9129,6295,6209,2103,Tag0,C
61,38,83,23710,27195,16758495,17882,23859,11994,5792,2636,Tag0,C
41,44,78,16750961,24903,3035,11571,3968,6483,4310,3096,Tag0,C
82,43,81,10662,10922,15874,12984,8756,10586,2554,1985,Tag0,C
12,60,90,16746300,21660,9005,27694,10552,6685,4790,1792,Tag0,C
18,67,83,30648,19399,4089,14788,7610,9230,4292,1195,Tag0,C
69,48,78,34349,154480,7296,16747576,8360,6285,3944,1987,Tag0,C
4,38,61,16769563,16772414,6954,8154,9806,7774,2861,644,Tag0,C
-269,43,60,16160,20999,20516,8070,9823,8403,4647,1744,Tag0,C
5,20,66,16037,16760385,72193,13445,14814,5492,8609,2260,Tag0,C
51,26,74,19165,70334,25063,9732,9632,5050,2798,2423,Tag0,C
21,24,78,31671,16757195,17764,5828,7381,6971,6026,1820,Tag0,C
84,14,84,90784,16748808,82184,16968,18781,11001,3965,2595,Tag0,C
-299,29,75,16746819,16756745,8333,18614,4636,8454,4863,658,Tag0,C
-262,29,87,16753405,16760113,16762665,25064,4610,6701,9054,3090,Tag0,C
112,35,94,32622,21706,23179,13004,15389,10034,6984,1227,Tag0,C
44,35,77,37894,16761023,8327,8901,8781,4822,7007,2395,Tag0,C
1,30,77,16746071,71896,4851,16744615,5207,10412,8450,2106,Tag0,C
-587,44,17,1503165,80102,16769209,88632,121347,16745263,16750580,2665,Tag0,C
82,54,21,2789422,445173,24787,148762,42040,39271,18983,20852,Tag0,C
-30,61,13,484570,16392,1610,3911,4355,3937,1284,303,Tag0,C
-309,67,17,20209,8681,2118,3766,2972,1196,1178,365,Tag0,C
-54,67,8,1614867,120103,16749171,16752151,218366,16761017,7813,2475,Tag0,C
37,60,13,2328460,238140,58100,16767377,94378,16746072,11886,7888,Tag0,C
-29,44,24,550684,16760577,16750974,8984,9267,4793,2144,888,Tag0,C
-64,43,26,918965,74010,24074,17372,10125,9650,3440,1229,Tag0,C
-135,38,29,611774,167296,16764680,23358,16744656,16747483,2355,1548,Tag0,C
9,38,34,38081,10612,6038,1366,1551,1384,827,16777160,Tag0,C
-259,48,21,605766,18475,1408,3332,2824,2918,4017,862,Tag0,C
118,44,4,473378,16760165,2137,909,1390,2776,1693,133,Tag0,C
22,43,14,149193,16758997,29514,18622,11991,9673,7725,3588,Tag0,C
-263,43,16,386852,69170,26553,16753603,16747725,10415,11356,5376,Tag0,C
-269,47,24,803477,16769208,9194,23894,25278,14493,16628,6331,Tag0,C
39,54,38,90373,65936,7319,14844,11000,10316,5775,5049,Tag0,C
122,60,37,266740,16765635,8437,16744751,16140,14979,10320,1758,Tag0,C
40,61,23,62937,56479,19120,3766,9085,11796,8829,2278,Tag0,C
50,60,29,430994,82111,16762339,45320,94802,31551,23453,3138,Tag0,C
5,50,29,168499,28808,5340,3185,2064,1718,298,246,Tag0,C
48,50,23,148145,16756997,4477,12650,14837,11200,4869,3106,Tag0,C
-275,61,24,100085,16771481,6007,10941,19827,15395,5250,4422,Tag0,C
-263,67,27,153009,23022,26769,16757514,13810,22067,5456,2786,Tag0,C
56,84,35,140842,25158,8821,13288,13006,8119,3275,2046,Tag0,C
81,81,51,83775,29263,28615,68310,10398,16478,2829,1693,Tag0,C
61,88,66,16750155,13146,6911,27279,11496,15382,3180,6895,Tag0,C
70,88,50,12535,31215,4962,4051,11041,8641,5970,2820,Tag0,C
6,90,50,12997,22762,10522,8402,10868,10208,7816,4877,Tag0,C
42,94,43,11585,19417,12566,21376,10048,10301,7485,4706,Tag0,C
19,93,40,18826,14216,10180,15297,12895,11956,2730,3082,Tag0,C
32,97,44,22442,13228,6041,4882,10037,10020,4661,4195,Tag0,C
8,94,51,8816,7670,10956,9839,5399,5290,5217,4854,Tag0,C
-280,100,38,7018,10454,1380,3326,4532,9377,4221,2610,Tag0,C
53,100,38,4318,23327,24949,5960,6215,18656,6057,1626,Tag0,C
74,91,57,3055,20818,16745245,70788,7215,12136,9116,1991,Tag0,C
24,87,53,23860,30253,15183,6012,3316,6485,4620,4090,Tag0,C
33,69,64,16744986,14696,7588,12645,10664,4047,4141,9539,Tag0,C
24,51,83,13663,8927,24004,60209,6493,13074,4923,1646,Tag0,C
55,69,60,14163,17601,6315,2970,19259,11123,2357,724,Tag0,C
60,63,63,20826,16746253,26207,8170,8542,5136,3733,1131,Tag0,C
21,64,70,17891,13275,21679,30503,5303,9517,3782,916,Tag0,C
-274,70,54,17502,12289,9102,16749146,31223,7700,2196,1917,Tag0,C
50,54,70,11019,16745645,16755428,28735,15107,11280,1489,552,Tag0,C
24,56,75,15409,23338,16661,20342,4866,4847,2188,1062,Tag0,C
12,51,74,7884,15221,26952,18344,11694,5445,5739,1810,Tag0,C
21,38,80,19169,32613,17620,68587,8662,5896,5153,1007,Tag0,C
90,35,88,28136,10468,16748749,16760735,8819,7297,3335,1445,Tag0,C
53,38,80,556026,16759754,8934,25384,18152,7870,3334,843,Tag0,C
41,44,67,16746672,95992,16760354,27615,16755595,12215,2315,1104,Tag0,C
58,48,60,16752796,16756038,17056,93228,20803,17833,5625,1409,Tag0,C
54,50,60,3433,16749802,9216,14115,8952,6681,3602,2060,Tag0,C
20,61,56,8516,16415,4754,16745449,4501,14851,3084,1272,Tag0,C
-267,80,54,12781,26069,10530,11634,8306,15069,2540,863,Tag0,C
8,81,56,12896,10943,11495,26765,6388,6554,3153,1258,Tag0,C
37,96,57,4902,10856,3527,12176,12450,10232,1275,785,Tag0,C
9,91,54,15752,15428,8583,14407,5280,6309,1536,886,Tag0,C
19,70,61,10938,17811,16753409,27031,16768728,5594,3098,1234,Tag0,C
29,66,56,18287,25270,6786,25222,6100,5265,2660,1374,Tag0,C
50,64,63,1463,12630,12468,23806,7728,17620,3363,816,Tag0,C
9,63,47,5093,14751,16996,17086,18147,9869,6079,2173,Tag0,D
23,60,56,19411,19408,27336,15269,14025,3655,4242,2142,Tag0,D
27,56,64,3131,19541,21135,10138,10362,5031,3208,3519,Tag0,D
-264,48,61,29597,20296,30415,5239,7811,5133,2841,7262,Tag0,D
64,40,53,32907,16755668,21650,5914,14287,7013,2878,3188,Tag0,D
-273,54,44,31569,18066,21307,11551,16750400,10338,4129,2153,Tag0,D
3,47,24,58474,16758111,4082,3487,12900,2869,3381,2607,Tag0,D
16,50,26,204916,18918,31417,19925,13753,8285,3150,1645,Tag0,D
8,51,20,17468,16761045,11218,3029,9422,7266,3513,1459,Tag0,D
18,37,14,16765253,16752053,5685,7518,5128,2984,2218,695,Tag0,D
43,44,29,11530,16761064,6432,16749174,8560,9763,5216,466,Tag0,D
57,48,27,9591,9739,5005,12641,5537,4640,2440,2382,Tag0,D
72,47,35,17577,16765592,21533,9190,15990,7686,4119,566,Tag0,D
26,54,50,5067,25464,21604,31248,6422,8071,2004,422,Tag0,D
-276,67,54,23573,4477,5921,11504,6383,7135,3184,2465,Tag0,D
2,69,48,122233,17551,10613,6117,12531,7412,7133,1809,Tag0,D
41,70,37,16746741,16772304,5952,7024,17078,7746,4472,928,Tag0,D
32,69,27,5170,16744355,17961,11466,16561,6194,5158,2140,Tag0,D
4,61,26,6661,12699,15906,6771,10207,6026,1668,949,Tag0,D
72,53,37,5469,11025,16750877,9448,17192,6516,2077,1707,Tag0,D
64,64,53,18879,4186,21390,3001,23136,9035,4810,753,Tag0,D
38,63,60,25794,25429,16753243,3928,10755,5370,1768,2375,Tag0,D
51,56,67,22981,20984,16773355,5492,11311,8874,2020,715,Tag0,D
38,38,67,16760994,66121,37935,2203,5750,3257,2453,1514,Tag0,D
33,27,63,24600,26770,12984,6370,7292,6516,3715,2107,Tag0,D
24,29,57,16760722,17492,15356,4660,10405,3042,2206,1602,Tag0,D
-260,27,43,19705,16745331,8196,9762,6560,4781,6888,1610,Tag0,D
8,50,30,16759111,18668,6955,7804,10060,4411,1394,1287,Tag0,D
53,53,38,33152,13929,21750,7318,8820,7831,3042,1868,Tag0,D
49,61,40,11948,23315,15735,8652,4289,7247,1351,205,Tag0,D
42,77,41,14423,7942,5772,3389,7038,6712,1221,1273,Tag0,D
25,87,41,14487,12714,1336,10780,9056,7241,1513,678,Tag0,D
88,66,40,34998,16756659,16744377,10189,4834,2457,1601,1213,Tag0,D
80,56,38,16771989,18675,5560,9911,5590,2469,2719,575,Tag0,D
1,38,44,16752581,24275,23199,11832,14400,3814,4460,1487,Tag0,D
70,27,50,18921,11646,14514,2425,9485,3662,2567,3930,Tag0,D
53,43,40,12742,31410,3564,8170,7469,4733,2163,1038,Tag0,D
19,30,51,19041,16211,23263,19117,3870,1501,2704,1862,Tag0,D
35,41,56,7925,6252,12421,9696,6177,4964,3592,1820,Tag0,D
-342,44,53,16745563,27445,24854,2617,13571,8570,1635,1785,Tag0,D
54,35,60,17106,24145,13147,24668,16748723,3284,1709,2342,Tag0,D
-261,51,50,11218,17681,8124,10822,4513,4963,987,2766,Tag0,D
67,47,47,9788,23569,27328,4722,5129,5805,2040,683,Tag0,D
2,23,61,53317,16754512,41145,11460,8340,3173,1717,1662,Tag0,D
43,35,57,39383,16746112,18724,3605,9154,7546,1478,1618,Tag0,D
36,24,50,17942,76849,24121,5613,7889,5649,2160,1748,Tag0,D
16,27,48,12153,14593,13233,4020,4379,4189,3126,2062,Tag0,D
48,40,44,6937,16895,28739,16749507,22790,4971,966,1559,Tag0,D
40,21,51,14266,16753465,25959,13062,4036,1939,1540,413,Tag0,D
70,34,64,16769058,8108,16297,5901,6551,4557,3065,785,Tag0,D
10,37,67,16757870,20080,30005,11428,7691,11548,1221,1583,Tag0,D
38,47,56,39085,29971,15267,8959,6107,7322,1891,1839,Tag0,D
4,60,54,12947,31912,32075,4855,18620,6165,2519,1446,Tag0,D
12,51,43,90652,28152,9311,4944,10389,3042,1370,885,Tag0,D
17,41,26,82233,33803,18237,7728,7297,8317,4449,642,Tag0,D
33,37,27,16748102,14669,13638,8529,14210,3194,1335,895,Tag0,D
-274,43,34,5247,11725,20424,6148,3877,6521,1477,1796,Tag0,D
5,57,26,16746251,26754,6213,2701,16652,10249,1317,478,Tag0,D
-260,56,44,5206,30403,16773552,3957,18601,5966,3686,1302,Tag0,D
-266,61,78,33233,25802,10575,31324,7732,5832,2547,1024,Tag0,D
57,61,74,72888,15014,3538,10731,12582,3739,8473,2529,Tag0,D
32,63,84,22907,5558,9594,24540,9434,7095,8016,5226,Tag0,D
34,67,83,16766897,8146,10308,12042,10004,8980,2100,1945,Tag0,D
76,74,80,4041,24698,9271,18402,3137,7057,2380,1872,Tag0,D
16,70,81,4517,21094,12630,6677,9399,3912,1216,697,Tag0,D
74,78,70,4239,3253,1478,10815,9349,6434,5504,2137,Tag0,D
33,75,70,9543,10490,6057,10420,8261,5044,1968,2091,Tag0,D
49,80,61,16752720,10979,3889,1229,2792,4025,1506,1860,Tag0,D
-324,78,61,235418,16752710,2597,16746546,21375,7111,8864,4634,Tag0,D
101,51,57,1374804,67950,31753,13171,12273,2434,1638,1149,Tag0,D
29,41,54,267888,16762100,17346,22533,11582,6298,3719,1243,Tag0,D
59,38,66,20025,9183,10020,13785,9678,5532,950,730,Tag0,D
24,43,69,22987,16336,7083,10912,4390,6507,1349,1602,Tag0,D
28,61,74,20735,9869,1968,14099,8550,3887,2889,1050,Tag0,D
35,74,77,16757958,10068,2795,10416,6662,5397,5026,1449,Tag0,D
42,69,67,1883,17763,13576,2192,15289,3797,2787,2662,Tag0,D
70,74,64,1688,8394,3544,6219,3223,4383,2069,1011,Tag0,D
37,78,54,13350,28644,8950,3639,3575,12920,4345,1286,Tag0,D
43,70,57,24638,14360,24373,3957,11590,4537,2027,1004,Tag0,D
65,75,66,16758984,7734,13049,6563,6551,3925,3136,2299,Tag0,D
5,69,74,17619,9925,6304,15139,4019,4594,3402,3962,Tag0,D
88,61,97,10074,6449,3361,16765493,4819,7079,2144,662,Tag0,D
60,63,93,12980,16747063,13111,10951,4441,8586,1350,1706,Tag0,D
59,53,97,465114,30627,2206,16771290,5618,4485,2729,2838,Tag0,D
50,54,100,14895,7686,2177,16813,2851,4619,2020,726,Tag0,D
0,56,75,6212,22974,2181,5729,1982,3898,2615,1439,Tag0,D
43,35,78,554157,37816,16754022,16750147,3046,2799,4761,2984,Tag0,D
45,41,70,16757530,16753022,17360,27504,8097,9890,3205,3363,Tag0,D
41,53,50,16860,7944,2310,1321,5975,6608,3269,6691,Tag0,D
2,64,57,22695,5976,2353,10686,6870,7995,2876,3020,Tag0,D
64,74,66,16748855,21943,18414,16749259,6066,2456,1603,1348,Tag0,D
7,64,64,5804,30355,15012,14887,11739,2787,2537,692,Tag0,D
33,40,81,10932,16755465,27253,12985,2533,3927,1481,1098,Tag0,D
22,34,70,27268,24136,3741,6633,16460,6577,2462,1093,Tag0,D
20,47,61,10901,17172,12459,9892,12889,5107,1750,1377,Tag0,D
-298,51,66,82194,19445,10358,16744673,13293,5468,4395,1011,Tag0,D
4,61,61,16767861,26755,5757,13591,9443,6726,2140,3208,Tag0,D
65,64,66,8619,20253,4417,8401,4237,9800,2524,2555,Tag0,D
82,67,74,16746518,15979,8612,28437,3508,9371,5278,2574,Tag0,D
81,69,80,21643,9016,13059,16751035,10255,6924,1844,3996,Tag0,D
-273,66,90,5723,7593,7202,17310,7077,3052,1459,974,Tag0,D
33,50,100,35413,18729,21880,19070,11052,2833,3379,3655,Tag0,D
58,35,100,58745,25042,17735,27694,2017,2822,1192,1029,Tag0,D
34,37,93,15250,20340,13046,10668,7841,5049,2085,1780,Tag0,D
12,40,94,12256,7700,6913,20074,3502,4089,1288,4906,Tag0,D
-273,53,97,2066,5241,2802,16748638,11662,8485,4470,2251,Tag0,D
-265,61,91,17431,25511,11211,19697,7190,5946,1525,1526,Tag0,D
-306,60,100,15740,5505,12118,20887,3956,3728,1635,2421,Tag0,D
32,54,100,9802,16177,21932,26898,9404,4118,4467,1296,Tag0,D
38,54,83,13218,16748876,2642,8018,13424,8524,705,1128,Tag0,D
56,63,81,9858,10575,5927,8983,4644,6904,1711,1210,Tag0,D
58,60,67,16762026,16751049,2396,32497,4599,5882,1209,1676,Tag0,D
57,56,51,15375,16758170,12692,6026,4973,3025,2218,1099,Tag0,D
11,47,61,76272,16752906,13164,10047,6102,4606,1992,717,Tag0,D
11,41,57,21730,17894,3840,11468,10862,5568,3668,1393,Tag0,D
23,44,51,16747015,26637,6377,11675,18135,4092,6281,1390,Tag0,D
40,60,53,1114,6523,920,11777,18361,3965,1947,1012,Tag0,D
25,64,67,4688,5072,22755,8030,6320,4627,4969,1615,Tag0,D
-328,50,43,16759240,16747202,18372,10608,22422,16711,14489,4771,Tag0,D
56,38,30,1225890,134394,9921,13703,6408,5322,2800,3611,Tag0,D
-291,50,37,591653,52420,12182,16747687,9665,15473,19307,10439,Tag0,D
87,61,43,68948,18579,15311,17325,19418,11627,8475,2807,Tag0,D
-273,56,43,16763411,16764935,15327,20560,26589,14338,12661,6797,Tag0,D
22,77,54,16754565,13961,8276,13878,6145,7805,8361,3716,Tag0,D
-87,75,51,194658,162223,4418,16751140,26267,16528,6832,1279,Tag0,D
33,56,44,676619,472780,79210,54328,16757044,22617,16764024,20392,Tag0,D
-276,51,47,1556551,131020,16747582,16756303,10922,23741,27427,10450,Tag0,D
41,56,44,547870,16755702,16744959,13484,6632,32127,25033,15489,Tag0,D
-128,77,41,16757446,15148,3112,2262,2914,19113,27473,9991,Tag0,D
16,91,34,16766317,85569,9773,3392,19810,15896,9346,1011,Tag0,D
40,91,40,72441,21557,16749310,17399,8886,10480,11623,10971,Tag0,D
117,87,50,77722,4447,16774137,8072,5388,22540,6297,6183,Tag0,D
10,74,64,48960,23067,31925,24757,16874,16037,20718,4754,Tag0,D
-277,78,66,332193,79794,9316,3759,1762,24550,16746079,27650,Tag0,D
38,83,64,11244,5114,19294,10531,13793,8293,27178,4954,Tag0,D
-294,70,56,67499,16769307,16756968,3706,13438,9013,15620,2695,Tag0,D
67,63,56,22855,16761553,66905,8693,4845,13169,10889,5172,Tag0,D
-260,54,69,332275,16762251,16761499,6906,14060,12376,6864,8130,Tag0,D
0,57,69,17102,10479,16745720,9428,9333,17644,7115,6360,Tag0,D
19,67,74,16745766,7640,30313,21641,22341,13372,15345,3507,Tag0,D
26,69,74,22678,19441,12602,16745138,13929,7918,5114,3549,Tag0,D
28,67,77,425218,18795,16753349,5846,18068,7350,12218,3875,Tag0,D
39,51,83,17236,19893,76372,10810,7336,5906,8320,6726,Tag0,D
25,47,78,16774508,16754141,16754685,11457,20737,13307,15515,8140,Tag0,D
101,50,80,3573,30103,77142,14647,19937,18742,5411,4052,Tag0,D
3,48,80,137423,10508,12644,4326,2859,2276,2151,2542,Tag0,D
105,53,80,22253,10995,16751110,9217,5375,5281,6482,2699,Tag0,D
-275,64,80,19308,8475,15898,12419,7456,18819,6862,3186,Tag0,D
86,48,87,28550,12998,16755986,16746556,9661,2392,9160,7224,Tag0,D
9,51,90,7923,17583,20689,16752855,6674,10488,6729,2855,Tag0,D
-289,48,93,1464,29522,49839,29035,5047,10088,10882,5705,Tag0,D
44,38,94,27820,19255,4496,16750537,5864,12075,6802,1473,Tag0,D
-265,56,91,20360,10562,66561,4668,14450,14740,6454,1595,Tag0,D
-137,47,90,25202,16776853,95259,22145,9943,7553,6612,4342,Tag0,D
-312,43,84,677838,70393,133951,30397,15909,10985,6866,4124,Tag0,D
56,30,80,390395,79724,16754790,3108,2903,6430,3768,1194,Tag0,D
60,26,80,67208,17929,16762035,18340,15708,9672,8522,6829,Tag0,D
-289,21,84,151750,92818,195687,71834,13511,12699,8308,2482,Tag0,D
-310,29,77,289791,36860,69773,8347,12818,16350,4085,3483,Tag0,D
-324,24,75,509402,125358,16775485,28042,16376,8646,5187,3029,Tag0,D
40,26,60,2572895,61349,15037,20409,25667,21073,9301,7567,Tag0,D
-292,40,54,142027,68750,36405,16762270,11610,25280,12069,5765,Tag0,D
-290,43,64,16744367,19019,72593,5372,7244,11176,4233,3273,Tag0,D
59,54,66,36228,16765783,17156,30855,20622,10612,8874,3367,Tag0,D
42,50,78,936398,16775532,69193,22808,12629,13804,11821,6404,Tag0,D
-260,40,63,238908,213919,10646,16750785,9363,10758,6870,2040,Tag0,D
41,35,51,24681,16768072,26203,5145,10729,6221,8210,5690,Tag0,D
-269,38,56,414622,16773845,16764221,16763350,13374,25947,11367,4725,Tag0,D
-258,38,54,16746953,16763410,16756245,12506,7179,10915,9484,2605,Tag0,D
37,38,75,533674,25255,144650,8866,9657,5769,9238,4150,Tag0,D
68,34,91,16759846,20043,45028,6420,2284,6427,15791,3642,Tag0,D
-318,24,78,16751059,58010,14969,10177,10202,9917,7390,2979,Tag0,D
-279,23,75,305098,140946,16760676,18709,6459,14381,4569,7360,Tag0,D
-365,35,60,57106,73066,16750041,7276,15169,13937,8317,1329,Tag0,D
1,40,51,937910,16757103,16774015,8876,7463,8508,6793,2152,Tag0,D
1,43,67,16764659,20770,16770711,22382,15754,8883,3748,6285,Tag0,D
-279,56,70,156979,6012,1095,9242,3823,4289,1518,227,Tag0,D
-74,35,40,2602695,168586,16758086,16751388,16771794,83220,23602,4777,Tag0,D
-340,35,40,1513985,530128,16764319,81268,44423,16776483,16744563,7522,Tag0,D
-361,35,40,859166,124563,74169,16761502,19028,66500,16748896,16756876,Tag0,D
-75,35,40,905317,205826,16747528,20314,14032,10784,2168,1593,Tag0,D
121,20,20,16754818,13292,273,858,655,630,227,198,Tag0,D
-356,48,4,631828,35854,3918,16767066,16775934,84301,26147,6554,Tag0,D
-267,60,8,938709,70293,31331,16759098,16750807,16759684,15094,5882,Tag0,D
-326,50,29,2490571,150094,22151,16770812,16774563,27027,16746528,11040,Tag0,D
80,80,54,23478,16744369,7746,16748565,16753036,23638,3199,7363,Tag0,D
-108,75,60,379388,26378,22328,19895,75807,26636,9472,4950,Tag0,D
-395,51,56,541734,16759094,22648,2000,7833,4873,1059,850,Tag0,D
116,40,51,1376604,151009,20924,16769,14303,8739,11763,328,Tag0,D
-55,35,40,16756905,16745943,786,8100,1800,9015,1724,560,Tag0,D
49,26,27,1297834,94267,7140,11894,17870,25637,17630,8157,Tag0,D
-250,41,27,671021,91473,16756294,18759,16753806,29817,4276,3044,Tag0,D
40,66,20,496595,152277,12785,22799,16769282,16758622,18203,5458,Tag0,D
18,74,40,534172,16758095,14867,65500,7993,16755901,16755523,4478,Tag0,D
51,63,51,308828,37930,11244,16750394,27478,18115,9247,6539,Tag0,D
-290,51,61,86118,45756,89744,30237,25793,21904,9249,5380,Tag0,D
116,40,81,2660292,108428,29633,40390,22115,16745086,16776900,16744790,Tag0,D
-321,40,67,1065614,157066,28687,16770764,16763772,75967,13149,4970,Tag0,D
21,47,66,73973,156002,23046,16755114,16754505,16749409,14343,15250,Tag0,D
