eegRawValue,attention,meditation,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,Value
70,50,88,4991,11010,12163,15191,11033,4065,714,1230,Tag0,B
55,40,88,21880,16748865,7512,14349,7595,5540,1287,870,Tag0,B
2,63,57,11858,5750,2830,4304,14955,11550,3024,1306,Tag0,B
-269,47,57,52043,27083,17583,20107,12128,1208,3189,3169,Tag0,B
39,54,54,11971,13364,11253,10314,5224,9119,1683,2353,Tag0,B
34,67,56,22063,17967,8618,11215,4215,11452,1411,1057,Tag0,B
56,51,70,16771164,16749672,16758836,11518,9849,18619,4372,1923,Tag0,B
8,63,78,32580,29467,16748014,16752229,11819,5821,4187,1806,Tag0,B
116,44,81,107018,18365,16443,11414,6196,2558,2407,3445,Tag0,B
20,35,84,41874,6041,2652,5041,3243,1195,1037,253,Tag0,B
76,29,87,12389,7512,11798,13231,12829,4653,3963,1513,Tag0,B
71,34,84,19279,13098,4308,31260,9224,3313,2404,1775,Tag0,B
38,38,75,153147,16750728,11686,8091,6116,5059,2161,1082,Tag0,B
99,37,83,191332,22608,16748225,16749934,15172,8388,6647,2962,Tag0,B
41,24,87,279005,16755665,16746819,16767926,12575,6524,3888,1705,Tag0,B
19,13,77,16763575,83925,28774,22375,4308,3529,3859,1153,Tag0,B
16,21,88,16746136,6402,2811,17480,7963,4655,2459,1095,Tag0,B
18,17,93,18791,6011,23571,4477,1587,2583,2565,234,Tag0,B
22,35,88,5317,4882,9159,3806,6797,3257,2705,731,Tag0,B
6,51,93,7815,21325,18194,11723,8341,6123,3113,1820,Tag0,B
-260,41,94,16773245,31922,15931,16754881,10636,6533,3652,1232,Tag0,B
26,40,84,93177,10768,14701,16080,11570,2576,2917,1942,Tag0,B
66,35,83,423573,20612,6421,15356,3493,5203,4640,2675,Tag0,B
18,34,91,10670,6140,7682,12688,3382,2845,1802,1620,Tag0,B
292,37,91,14753,13000,6020,16745123,10703,5084,2766,1661,Tag0,B
34,43,70,16755092,16755314,2536,10420,12693,6055,7328,873,Tag0,B
39,37,70,125756,16768451,16745801,22476,12245,6814,2639,1574,Tag0,B
16,29,67,9900,8557,9553,23109,12061,2300,2047,790,Tag0,B
43,14,67,3654,29959,17963,28797,5249,1730,4236,1020,Tag0,B
-270,4,67,112401,95836,18049,6407,8593,5864,3772,3064,Tag0,B
70,8,60,67681,16760688,16291,8468,18565,6991,7349,1943,Tag0,B
21,13,54,11491,23789,13897,15923,2596,3986,3752,1138,Tag0,B
10,30,44,16760602,17178,5370,9496,6107,5239,3748,1063,Tag0,B
41,40,64,28432,6611,11347,23441,16611,3917,1829,955,Tag0,B
20,35,80,14371,31414,18907,28791,5976,4375,2405,1446,Tag0,B
37,40,90,3839,1230,7694,19574,6740,3609,2210,555,Tag0,B
38,40,100,2986,13729,1835,24602,1238,5788,2321,1160,Tag0,B
39,43,81,9631,24091,489,9773,9145,5320,6939,5276,Tag0,B
12,56,64,18338,16352,1962,5567,10956,4916,5589,934,Tag0,B
48,74,47,1068,3069,3655,3628,6409,5860,3910,1078,Tag0,B
28,70,38,17677,15972,11431,10703,20433,5056,2192,665,Tag0,B
25,66,60,16876,10783,16745467,15007,11978,5049,5716,437,Tag0,B
34,74,69,11958,6962,6320,3865,3305,6438,1640,1045,Tag0,B
73,56,83,9414,16959,28877,15403,2495,8041,2634,1255,Tag0,B
52,41,64,839674,117060,12208,8137,9708,7016,8358,2056,Tag0,B
40,7,81,9433,12048,28878,16557,6398,5277,6994,3075,Tag0,B
109,27,91,8731,9951,25895,4705,5004,5328,3961,3104,Tag0,B
81,44,100,19289,3943,68104,5006,4052,14120,2638,1688,Tag0,B
32,60,100,8378,13730,24657,16086,5703,6041,2096,4169,Tag0,B
-269,70,93,15152,8906,5618,3595,6451,5543,2984,1903,Tag0,B
-264,77,83,22034,23716,10991,6544,15005,10718,5898,1159,Tag0,B
34,60,70,22098,77341,16146,66794,10130,4170,1777,933,Tag0,B
55,54,80,13209,7355,73204,4746,4187,5744,1641,2380,Tag0,B
12,40,81,77867,68958,16744653,13322,10452,7238,2065,1339,Tag0,B
74,27,94,31901,17651,16756967,10314,3363,6179,3483,2580,Tag0,B
55,34,100,5179,12843,16764215,7407,7496,3398,1767,2090,Tag0,B
6,37,100,9564,22845,58999,2973,2045,15210,3366,758,Tag0,B
23,41,100,30923,26314,16775625,5112,9071,9357,3964,1588,Tag0,B
38,38,100,16756555,14614,24776,13558,13033,2825,8470,1266,Tag0,B
20,37,100,82211,16763440,83933,1635,8255,5739,2690,998,Tag0,B
72,34,94,16746839,22772,16765541,16876,6578,6787,6574,1340,Tag0,B
9,34,100,4375,2751,16758362,12829,2611,6059,899,768,Tag0,B
42,41,100,8939,8804,13137,25082,1477,5548,1538,763,Tag0,B
10,48,100,20105,30394,16749095,8481,6136,6620,3691,1198,Tag0,B
35,50,100,6656,31000,17100,18497,4044,5634,1653,694,Tag0,B
70,29,93,14085,28608,16747868,16757952,5011,1198,2476,833,Tag0,B
22,21,81,31414,16759914,21547,10935,8754,3602,4064,1798,Tag0,B
69,1,94,12014,16878,293852,17493,12753,3262,2941,1655,Tag0,B
70,1,97,16748264,16747211,77615,16746303,9130,4860,3891,2001,Tag0,B
67,8,94,16752065,19604,16767951,23112,7570,6733,5446,2491,Tag0,B
9,10,100,18717,17272,28334,16745159,7876,4613,2187,2613,Tag0,B
44,29,88,16744599,16155,7210,17714,3850,3216,1437,1572,Tag0,B
25,29,91,8898,13840,16763333,25291,3714,3030,2529,1102,Tag0,B
65,23,91,13731,16751475,43879,5613,5022,4855,2053,713,Tag0,B
21,21,88,5868,30598,16775178,20459,7872,6428,2221,1388,Tag0,B
-267,14,94,32455,16760673,158395,5915,2628,8227,2319,3916,Tag0,B
16,20,81,67975,30239,16074,11923,11081,3410,4322,929,Tag0,B
53,26,67,8636,16757642,15847,949,1741,4087,1893,1227,Tag0,B
59,20,77,14091,7881,74873,31960,7185,2756,1741,830,Tag0,B
-292,23,74,227650,16746063,16750757,31272,5390,5982,3199,633,Tag0,B
25,23,77,16757386,16776616,16772253,16747074,10615,8821,2163,1105,Tag0,B
39,24,84,20430,22787,12505,19187,2429,4220,2197,1209,Tag0,B
52,24,77,14150,16747794,32680,7301,10169,3396,2110,1610,Tag0,B
72,20,80,19370,16745780,33559,14325,5292,5240,2977,2032,Tag0,B
12,13,88,17487,19257,69648,15793,6462,2918,838,917,Tag0,B
12,17,91,23585,21310,31729,21168,5859,8849,3321,1983,Tag0,B
-259,34,84,13603,32361,1450,16747670,2820,7851,1257,1222,Tag0,B
29,43,81,18034,23681,16755445,26068,6782,7887,1182,1671,Tag0,B
71,48,83,12714,26577,141157,7403,7620,8049,2406,709,Tag0,B
56,37,84,53267,16748868,85108,9166,6029,4233,4532,2747,Tag0,B
7,37,87,19013,22773,16749279,5943,11162,8471,1992,1638,Tag0,B
44,27,84,7937,16776463,59465,10727,11425,7001,5266,616,Tag0,B
65,50,66,3286,10214,2156,5427,4325,8442,905,1592,Tag0,B
-259,48,51,89782,16773924,9636,7033,11204,1837,3052,1575,Tag0,B
65,38,43,16748648,73213,19065,13652,8099,4616,3148,1673,Tag0,B
27,60,30,16767513,16458,156,7103,3093,6723,3475,1008,Tag0,B
88,38,44,20178,19329,16757009,11598,5200,3900,5821,1449,Tag0,B
99,54,64,6365,6775,16764597,28114,3733,12739,1943,1608,Tag0,B
45,53,81,16756822,25246,47361,26759,3441,6296,2583,2400,Tag0,B
82,41,94,7738,5184,25133,12146,10753,3509,1795,1119,Tag0,B
-291,43,96,28488,17818,68785,11161,8225,6921,1191,1185,Tag0,B
54,26,96,80719,21191,16764384,16749314,4725,2588,992,1110,Tag0,B
40,29,83,16751862,16757049,20071,19978,3246,4963,2221,1276,Tag0,B
38,34,81,20974,9473,19340,12614,5836,5111,3513,892,Tag0,B
36,37,38,16749377,70836,1897,25172,3987,6699,9205,2360,Tag0,B
-314,41,54,16760860,13968,16760765,11808,9404,4956,2711,3952,Tag0,B
60,48,51,35028,71845,16762968,8936,3895,13957,5353,1937,Tag0,B
-260,48,78,630125,70192,92352,26425,29768,23227,12559,6293,Tag0,B
66,54,78,346067,39884,24298,26028,16355,20552,4844,3142,Tag0,B
12,56,64,16616,16761042,16762715,8186,11219,7989,4406,2826,Tag0,B
-282,56,61,276111,12983,4833,3599,2851,2153,243,108,Tag0,B
71,48,43,16758572,16771627,13236,7564,9765,3913,4676,1985,Tag0,B
104,51,57,674323,11394,28814,6381,17669,9912,2037,1941,Tag0,B
10,64,48,25155,26452,7302,10361,7465,9671,5628,1168,Tag0,B
-282,56,60,60743,20267,21528,11867,7914,2734,5085,3104,Tag0,B
42,61,70,23704,16747919,22755,8080,14066,5224,6996,2014,Tag0,B
57,44,77,16759676,16746681,16759931,11012,5600,4214,2355,1679,Tag0,B
38,37,83,37155,16747740,10361,28069,15088,7972,5326,2526,Tag0,B
-289,54,74,107887,21093,14068,9871,5909,13332,2862,2449,Tag0,B
40,63,53,16772732,16758057,5845,4060,8680,8679,4580,1485,Tag0,B
21,75,47,69008,20145,19421,8912,6594,6753,6327,4877,Tag0,B
35,80,44,90583,17460,9621,7764,5044,6109,4750,2223,Tag0,B
17,66,40,16753153,16745341,8733,10864,2905,4466,5259,2111,Tag0,B
50,53,80,9216,16823,85736,4638,3167,5146,3957,1384,Tag0,B
45,48,64,16766166,28607,12403,4926,7811,3864,4693,2516,Tag0,B
52,53,61,7031,13998,15925,2095,4338,8495,4611,2984,Tag0,B
38,50,56,4404,16748868,6572,13090,2708,3176,3579,469,Tag0,B
83,51,40,16775928,16763085,16751406,19193,3214,6695,6121,2028,Tag0,B
37,57,24,150598,16763972,6229,3487,2555,9952,5455,1902,Tag0,B
71,34,16,16766389,16758721,9302,12139,12368,2127,3806,1115,Tag0,B
-284,34,35,26241,8665,24514,10233,5316,1930,2924,2088,Tag0,B
-298,38,35,85777,32338,15426,20807,2586,7157,5316,759,Tag0,B
69,38,57,26333,20948,26797,6192,4688,7162,20426,2872,Tag0,B
102,63,64,5477,21350,17337,5675,6448,13532,4661,1928,Tag0,B
21,56,30,71127,132762,2807,14196,7094,4157,4435,3001,Tag0,B
53,50,35,23273,30412,31913,1797,2135,3346,4318,2059,Tag0,B
5,44,16,6730,16759368,9678,2474,6977,5414,3722,1162,Tag0,B
1,24,1,16748661,69080,3905,7126,2981,3788,1511,2174,Tag0,B
84,34,13,32560,88261,28975,4061,3105,6777,10128,1370,Tag0,B
48,30,14,10049,16761698,16764772,10869,3136,5102,6160,823,Tag0,B
-260,29,41,31854,15581,16752946,7723,3424,5442,7282,1313,Tag0,B
-260,29,60,147191,16759844,26313,13461,4794,4435,5044,1120,Tag0,B
18,48,74,16946,19720,32212,19869,7966,21601,7245,1643,Tag0,B
25,56,66,14542,21319,14213,10696,14549,4795,3759,2680,Tag0,B
12,69,41,15131,23282,6642,4169,3444,9688,2327,2105,Tag0,B
-257,88,48,25951,11903,23651,3161,2605,11904,3657,1722,Tag0,B
16,81,48,16747518,12235,17557,6042,5703,5659,3899,1934,Tag0,B
35,80,38,27684,16761012,14650,3513,4781,6146,2070,1158,Tag0,B
-270,78,54,17356,16929,20317,8478,1456,10845,5765,5465,Tag0,B
6,64,63,16776459,19656,16745567,21591,4179,6446,3223,1408,Tag0,B
41,74,53,16746353,14960,3569,9480,4120,9541,5478,1295,Tag0,B
10,70,74,243448,17933,16752519,2038,6672,4311,8806,2465,Tag0,B
34,56,60,130630,26049,4949,9435,14968,2371,2015,1491,Tag0,B
49,57,40,227491,16751621,14684,5908,5663,5365,748,1145,Tag0,B
74,44,47,16763630,20504,16317,2983,1267,4436,4070,1366,Tag0,B
29,54,40,13996,15461,11404,7927,2765,6028,4775,1018,Tag0,B
3,60,44,16762424,16754630,6176,23747,5032,6236,3700,1891,Tag0,B
39,53,57,8748,11173,6641,17464,6201,1504,2959,788,Tag0,B
10,48,64,25492,18391,27872,6331,4503,3983,5817,1305,Tag0,B
58,43,56,85377,16749767,16072,5681,3951,6637,2539,1091,Tag0,B
39,38,69,15317,20196,16760112,2218,11644,3545,8905,1357,Tag0,B
11,41,56,6088,16757511,13248,9090,2479,4552,1981,980,Tag0,B
64,43,50,16744955,16763126,11872,4178,6369,9179,1914,2173,Tag0,B
-109,14,27,422951,126467,16745085,12870,16284,10116,4308,4670,Tag0,B
73,24,24,807008,102547,24758,16746707,16750480,16750059,13384,4757,Tag0,B
72,26,13,475709,69528,10340,6163,16313,8353,4499,658,Tag0,B
33,41,29,799295,16763338,16759314,16744713,21635,7755,2924,1817,Tag0,B
-338,50,37,3618293,188505,94996,29741,78643,32162,18215,9463,Tag0,B
-329,43,54,726279,31164,13197,16757811,16973,8147,8427,508,Tag0,B
65,40,67,463508,16745249,8270,15764,4226,5438,5305,1107,Tag0,B
48,43,47,53176,222906,19218,26856,16754011,21915,6068,6428,Tag0,B
64,35,35,1337396,324888,22367,16750112,20208,18490,15409,6368,Tag0,B
70,30,16,147819,158721,13641,16746019,16749199,15066,13293,2608,Tag0,B
100,35,13,86781,16773995,16748281,3563,13204,10393,7548,10136,Tag0,B
54,48,26,145351,16774408,20216,16746254,18741,29078,4507,1934,Tag0,B
34,60,38,35227,16755073,7673,16950,20326,8994,19710,1517,Tag0,B
76,64,54,94038,26574,8535,26128,4203,6638,3854,7349,Tag0,B
26,77,60,16770108,28151,9584,30524,6828,21561,8745,2948,Tag0,B
-277,70,53,76010,16755365,2296,13993,6456,9943,7295,1825,Tag0,B
29,75,60,16776093,19242,10390,23491,30904,8891,2734,2666,Tag0,B
67,70,53,25791,16756628,27671,12759,15290,6696,6615,1112,Tag0,B
53,60,40,65947,134332,2399,16750164,9231,19915,1855,1448,Tag0,B
53,66,38,31162,66523,10613,14052,10369,27198,5126,1755,Tag0,B
72,66,47,16752624,19510,19673,24315,7592,10110,2862,2120,Tag0,B
16,67,30,294283,131442,7095,27607,65645,15786,9502,4183,Tag0,B
-86,54,48,127466,16756630,16744357,16764622,32231,4749,7540,1187,Tag0,B
18,40,54,16761571,93969,16748576,12789,15747,11297,3947,1262,Tag0,B
26,30,48,198313,32387,18268,6016,3070,3768,3202,311,Tag0,B
38,23,64,355503,110668,31331,97918,11989,14084,9648,1663,Tag0,B
20,16,53,16775818,204878,16764202,16757479,25731,6312,2827,1168,Tag0,B
40,1,41,190787,16776586,6828,3277,6757,1194,148,128,Tag0,B
80,1,35,532478,45428,5410,16749008,6006,6815,2089,2943,Tag0,B
-305,1,37,78048,67568,16749001,28194,10564,6051,4205,1778,Tag0,B
57,8,57,140687,17908,82974,12579,14430,7296,2814,1885,Tag0,B
83,24,69,47276,67175,23866,13900,21036,8214,2979,986,Tag0,B
-293,34,91,33798,25523,16754611,84698,25808,13256,2275,1235,Tag0,B
-283,38,97,11718,16762280,16746586,16770234,12480,8960,3211,480,Tag0,B
-316,30,97,5195,9169,16757207,38951,9840,6164,2362,1587,Tag0,B
0,30,100,16758924,67147,15654,67124,7162,12393,2656,1473,Tag0,B
99,30,97,12407,21519,16759482,16763577,10376,11272,2559,2031,Tag0,B
20,44,91,31927,24651,24801,16755834,10662,17103,2441,873,Tag0,B
104,66,77,16764299,11604,27062,13754,8437,14138,2108,1225,Tag0,B
-285,74,69,16753158,32447,19222,7852,11169,7605,2633,1444,Tag0,B
69,74,60,347532,66286,19408,16755963,5649,13835,2125,1042,Tag0,B
53,66,56,28871,11751,2289,68444,16757188,9201,6095,1390,Tag0,B
-263,51,57,16757902,24331,16773892,16756457,16748469,9575,1686,924,Tag0,B
-262,60,56,3791,16747116,12757,22783,21058,19321,2685,667,Tag0,B
54,70,56,10013,25132,12210,28963,10184,21377,5990,1860,Tag0,B
-120,69,53,16758792,16751224,16748227,15587,23216,9358,2454,1252,Tag0,B
-293,78,50,210850,25076,4222,16769355,20826,11724,4144,797,Tag0,B
26,66,38,348124,39592,7518,9185,8465,12833,2735,1916,Tag0,B
-262,63,41,33507,23884,19930,27413,6288,14291,3642,1237,Tag0,B
69,74,40,27521,16749630,7750,16748664,13234,22163,2681,2372,Tag0,B
60,87,29,16769350,16749997,9675,29521,24658,30769,5328,1582,Tag0,B
66,91,50,24034,10487,20191,20123,18105,7683,1941,471,Tag0,B
40,88,44,32613,16751786,11204,21613,9480,11162,3612,1137,Tag0,B
3,84,56,14074,6231,16777166,16757765,9545,8163,5911,402,Tag0,B
59,67,66,16747681,24743,27205,24653,9371,7922,8747,1860,Tag0,B
-266,66,69,13937,12212,29089,30478,14897,10621,4338,463,Tag0,B
51,50,80,27226,16775410,16753987,133182,30649,8080,3513,2492,Tag0,B
56,40,75,20973,19358,22093,20201,14967,4315,3041,1304,Tag0,B
51,44,70,13291,13534,13716,20695,16688,7158,4549,3464,Tag0,B
12,100,38,13540,9669,3242,8330,4911,9256,1753,843,Tag0,C
-266,100,56,8571,14674,16744580,12889,10108,7915,995,975,Tag0,C
51,100,47,16749565,12340,6526,5220,5087,14272,2975,1005,Tag0,C
39,91,44,24172,16751555,32240,10438,13451,5614,1508,2209,Tag0,C
28,74,53,16770319,14608,17918,25214,10859,7873,3679,1572,Tag0,C
-265,66,57,17437,7183,16755239,8283,9451,5717,1631,219,Tag0,C
32,38,61,21152,16764695,28131,4894,13815,4664,3645,1539,Tag0,C
68,35,63,11159,16744772,21845,9844,1636,3020,1575,779,Tag0,C
11,27,66,12055,19234,16749801,11521,7877,5125,4610,1863,Tag0,C
29,29,54,6343,18867,15406,3394,6472,4118,1720,930,Tag0,C
82,53,47,7842,16366,4198,3905,8718,11857,2081,2168,Tag0,C
27,57,47,16488,31932,16747955,1813,5347,5196,5498,819,Tag0,C
60,67,40,16766104,17599,15280,12726,8014,7956,2200,882,Tag0,C
76,61,50,6853,14596,31040,30326,13870,4568,2159,1621,Tag0,C
-258,44,54,15491,18601,8257,6798,14287,3681,3621,734,Tag0,C
22,54,41,12298,25884,3027,3804,4216,6054,1958,1568,Tag0,C
-339,40,43,99896,73455,72023,20497,11190,7908,5134,669,Tag0,C
12,43,40,217165,29646,16753172,7362,7122,6139,3819,2060,Tag0,C
82,34,47,15665,16746186,16745292,9162,11951,3621,1893,224,Tag0,C
34,17,56,24115,16772322,16745145,18452,16520,4833,1519,1765,Tag0,C
72,27,61,18264,12776,16748599,2786,6194,5555,3034,1875,Tag0,C
-292,24,60,18347,27873,30082,4458,2699,3859,1718,372,Tag0,C
49,24,57,447904,32038,23699,3788,7370,2747,2574,653,Tag0,C
24,34,56,23336,29347,10463,8462,1952,4477,1546,2134,Tag0,C
74,20,61,12277,27611,93721,15605,13414,4760,2805,3046,Tag0,C
1,23,63,16792,16744985,16769097,5597,12349,7504,2265,937,Tag0,C
66,17,63,9606,19630,4290,16819,10597,1265,449,1263,Tag0,C
58,13,67,18477,16762661,16761885,7769,15167,6131,646,1087,Tag0,C
-266,23,57,22414,28307,27731,2792,7455,4622,1940,1838,Tag0,C
26,21,67,7160,11243,16759877,16763996,5785,7167,2504,739,Tag0,C
40,40,66,13134,9372,8677,4219,11106,4052,1100,3654,Tag0,C
3,50,69,19276,10532,9898,17901,6257,4973,895,1241,Tag0,C
12,54,70,18745,20558,14648,21721,9398,6752,878,765,Tag0,C
52,47,57,32011,16765814,76896,9118,22478,5428,1423,520,Tag0,C
22,34,69,24079,15935,16768705,1695,11040,4047,1326,1789,Tag0,C
86,44,64,11598,7794,8885,8167,5340,8932,2164,1327,Tag0,C
-264,41,60,16747082,23268,19164,2811,16584,3900,1998,763,Tag0,C
50,57,50,13076,23134,9079,2780,2493,5026,2431,1324,Tag0,C
50,61,37,28944,21441,10522,4811,7912,3018,1309,1600,Tag0,C
64,43,40,109786,22732,18893,15222,5000,4372,1387,369,Tag0,C
35,41,41,29452,15351,8840,2430,556,2067,441,715,Tag0,C
65,44,60,19973,5049,20589,16289,4777,7965,1942,1317,Tag0,C
77,43,77,15670,7837,71069,7339,16757,5510,988,1131,Tag0,C
3,48,83,14601,8409,26603,19425,6577,6254,1408,136,Tag0,C
-259,43,94,16757264,8191,17426,14145,3243,1792,2694,1196,Tag0,C
11,40,81,16767152,16758877,19765,11628,4957,12425,2609,436,Tag0,C
50,47,70,31227,9963,5258,10953,4272,3145,2287,415,Tag0,C
44,51,66,18338,4981,9066,12987,7240,4707,7757,486,Tag0,C
1,54,61,11995,9614,15616,16003,7872,2605,959,1475,Tag0,C
39,60,63,10278,7323,9675,7462,16664,6318,1404,188,Tag0,C
19,61,57,30603,22324,23093,11282,28038,7722,1663,1049,Tag0,C
-257,41,57,16768044,86846,41786,18140,5971,6374,1746,1040,Tag0,C
42,43,57,14263,26800,16753135,21292,13610,6010,3216,823,Tag0,C
49,34,57,21889,12319,16120,3561,15298,3259,1063,1037,Tag0,C
37,17,61,25369,27720,9937,20182,7786,2427,1847,1486,Tag0,C
57,34,54,73761,18627,17753,8596,12305,5101,2686,163,Tag0,C
34,24,50,83478,16747012,31857,6757,8060,2337,896,232,Tag0,C
-267,13,48,75271,74886,18913,24080,8673,4140,3932,1655,Tag0,C
9,16,53,15460,17916,16752466,5609,14644,3710,2840,1551,Tag0,C
105,50,78,29158,5681,260,18582,5348,3951,2196,2290,Tag0,C
60,37,81,26149,23269,16331,22724,17222,3250,1785,4023,Tag0,C
11,26,78,4495,16732,14070,18622,9327,4045,3180,2230,Tag0,C
-314,30,83,13071,16750408,8797,14598,7038,4817,5462,1514,Tag0,C
25,16,61,924840,227815,17658,16749707,31267,11962,4295,2437,Tag0,C
17,29,61,9215,8387,4689,18099,9363,5739,3322,2404,Tag0,C
69,26,51,48539,16765621,16061,16149,5187,4560,3018,2533,Tag0,C
7,14,43,330007,232526,21843,16755140,21393,9392,2208,3982,Tag0,C
-281,26,69,9911,2153,24443,10210,9704,4368,3081,1464,Tag0,C
-115,14,51,16762900,97528,10604,12634,9666,7842,1994,1399,Tag0,C
-376,3,35,1390982,104363,18793,4917,12393,3409,2725,3501,Tag0,C
-118,1,23,137615,115752,3222,6018,11363,1754,2059,1569,Tag0,C
16,1,13,83298,16750580,3723,16749597,5392,5306,9708,3921,Tag0,C
21,7,37,5180,11017,4191,27540,5126,4925,4595,1543,Tag0,C
27,29,60,9511,1499,3741,7499,8726,1661,2008,2847,Tag0,C
42,54,75,29691,32361,2852,5101,2071,5732,3077,2764,Tag0,C
26,61,67,8042,16746989,4715,20127,11832,8716,1257,1608,Tag0,C
43,75,54,5837,5397,8890,5914,20111,8588,3409,1091,Tag0,C
16,83,51,4715,9100,5723,9923,7388,7406,4509,1440,Tag0,C
42,84,56,15224,15496,7943,6002,16868,5312,5593,1785,Tag0,C
-290,83,63,25494,12507,10450,10666,4998,4377,735,891,Tag0,C
60,61,75,16431,14974,30202,12877,13899,2645,2353,654,Tag0,C
32,51,74,24609,24687,8449,9977,9573,4411,3070,1263,Tag0,C
58,44,75,32771,74399,13647,23384,12108,10155,9455,3425,Tag0,C
-341,43,77,16760816,15126,18888,7864,5774,3836,2389,1568,Tag0,C
36,41,69,234805,16775709,22840,16746804,12787,4278,3127,3706,Tag0,C
19,43,75,22983,12846,7018,13969,9669,4154,4222,1673,Tag0,C
-281,51,77,10423,9546,4587,5087,5939,4283,1603,2660,Tag0,C
-261,53,60,15014,16752849,755,10475,5500,5766,2507,971,Tag0,C
37,66,47,19017,21985,4484,4023,9934,5454,2368,594,Tag0,C
44,67,44,24017,21310,10993,12652,10155,6705,2519,1335,Tag0,C
-280,54,51,39382,16757989,24056,16756821,12952,6403,4643,1968,Tag0,C
34,54,66,23648,11269,4595,11908,3403,3032,3940,1162,Tag0,C
34,50,84,4242,14666,12246,16893,7137,4299,2666,1629,Tag0,C
25,41,83,588635,16753221,10089,28485,25554,4971,2916,5959,Tag0,C
57,48,81,10011,20635,11507,16101,8012,4990,3660,1130,Tag0,C
39,57,61,2142,8879,2777,2932,20350,4624,1889,820,Tag0,C
33,54,63,16769870,21454,29073,9208,1534,4064,4180,2320,Tag0,C
35,66,67,11911,10844,14950,4676,6648,5519,3628,982,Tag0,C
25,80,64,15701,5857,5391,10648,13513,9704,4237,460,Tag0,C
53,70,87,6941,11247,11531,18437,5684,5970,1149,1052,Tag0,C
55,75,83,28082,13093,18957,9112,10619,4426,3347,1345,Tag0,C
33,70,87,16744373,14445,5892,16745642,8117,7525,1400,959,Tag0,C
83,57,84,16744672,30400,9061,21304,31264,6984,2602,1063,Tag0,C
42,57,80,16760980,25061,16547,15213,7564,7490,1741,2081,Tag0,C
10,57,66,15238,16744530,4013,8459,10264,4956,3160,1596,Tag0,C
22,60,57,16745393,16744979,12340,12828,3852,8721,1725,560,Tag0,C
28,63,67,21182,9447,7361,17139,7674,6447,932,823,Tag0,C
6,67,69,7816,6890,9328,8258,3552,5236,887,893,Tag0,C
37,77,77,9916,9308,4926,5893,8092,5409,1446,679,Tag0,C
27,83,75,14766,3875,4078,1780,6127,3012,4450,1647,Tag0,C
39,81,51,1397,16745438,3433,3192,8868,5119,1599,1788,Tag0,C
-263,87,41,3398,4829,1387,7264,12673,4830,2382,1023,Tag0,C
24,70,57,21497,8117,17666,13841,2489,2428,3234,1858,Tag0,C
42,75,67,1456,2112,5633,19780,8872,11286,1691,2658,Tag0,C
64,81,88,4069,6151,8491,7401,7428,5375,3129,788,Tag0,C
41,67,97,79967,13098,20402,11467,11215,4086,2307,526,Tag0,C
44,87,75,161524,28152,3989,9233,11615,15935,4041,3563,Tag0,C
